gRNA_id,Gene,bm1,bm3,bm4,bm5,bm7,bm8,bm9,LFC_avg_bm,LFC_median_bm,LFC_concordant_mean_bm,LFC_directional_bm,z_score_avg_bm,z_score_median_bm,z_score_concordant_mean_bm,Input_median,d15-rep1,d15-rep2,d15-rep3,d15-rep4,d15-rep5,LFC_avg_d15,LFC_median_d15,LFC_concordant_mean_d15,LFC_directional_d15,z_score_avg_d15,z_score_median_d15,z_score_concordant_mean_d15,d5,LFC_avg_d5,LFC_median_d5,LFC_concordant_mean_d5,LFC_directional_d5,z_score_avg_d5,z_score_median_d5,z_score_concordant_mean_d5,input,LFC_avg_input,LFC_median_input,LFC_concordant_mean_input,LFC_directional_input,z_score_avg_input,z_score_median_input,z_score_concordant_mean_input,lib,LFC_avg_lib,LFC_median_lib,LFC_concordant_mean_lib,LFC_directional_lib,z_score_avg_lib,z_score_median_lib,z_score_concordant_mean_lib,spleen1,spleen3,spleen4,spleen5,spleen7,spleen8,spleen9,LFC_avg_spleen,LFC_median_spleen,LFC_concordant_mean_spleen,LFC_directional_spleen,z_score_avg_spleen,z_score_median_spleen,z_score_concordant_mean_spleen,gene_name_m_corrected,gene_name_h,HGVSp_m,HGVSp_h,classification,classification_m,sensor_reads_input,corr_perc_input,target_base_edit_perc_input,byproduct_INDEL_perc_input,byproduct_sub_perc_input,sensor_reads_d5,corr_perc_d5,target_base_edit_perc_d5,byproduct_INDEL_perc_d5,byproduct_sub_perc_d5,sensor_reads_d15,corr_perc_d15,target_base_edit_perc_d15,byproduct_INDEL_perc_d15,byproduct_sub_perc_d15,sensor_reads_bm,corr_perc_bm,target_base_edit_perc_bm,byproduct_INDEL_perc_bm,byproduct_sub_perc_bm,sensor_reads_spleen,corr_perc_spleen,target_base_edit_perc_spleen,byproduct_INDEL_perc_spleen,byproduct_sub_perc_spleen,p_high_unadjusted_d5_fishers,p_low_unadjusted_d5_fishers,FDR_high_d5_fishers,FDR_low_d5_fishers,p_high_unadjusted_d5_stouffers,p_low_unadjusted_d5_stouffers,FDR_high_d5_stouffers,FDR_low_d5_stouffers,FDR_d5_fishers,FDR_d5_stouffers,p_high_unadjusted_d15_fishers,p_low_unadjusted_d15_fishers,FDR_high_d15_fishers,FDR_low_d15_fishers,p_high_unadjusted_d15_stouffers,p_low_unadjusted_d15_stouffers,FDR_high_d15_stouffers,FDR_low_d15_stouffers,FDR_d15_fishers,FDR_d15_stouffers,p_high_unadjusted_spleen_fishers,p_low_unadjusted_spleen_fishers,FDR_high_spleen_fishers,FDR_low_spleen_fishers,p_high_unadjusted_spleen_stouffers,p_low_unadjusted_spleen_stouffers,FDR_high_spleen_stouffers,FDR_low_spleen_stouffers,FDR_spleen_fishers,FDR_spleen_stouffers,p_high_unadjusted_bm_fishers,p_low_unadjusted_bm_fishers,FDR_high_bm_fishers,FDR_low_bm_fishers,p_high_unadjusted_bm_stouffers,p_low_unadjusted_bm_stouffers,FDR_high_bm_stouffers,FDR_low_bm_stouffers,FDR_bm_fishers,FDR_bm_stouffers
gRNA_4,Abl1,-2.6657383899115503,-0.4998361145968938,0.9087895545171598,-0.5813842326716283,0.4107037903869494,-2.259383418204169,-1.5896198948688953,-0.8966383864784325,-0.5813842326716283,-1.5191924100506276,True,0.6119776420304364,0.4381201132210974,0.6988266910592477,1058.2149634807956,-0.0349984630537158,-0.04472744466763292,-0.2632090159749285,0.04586978734310471,0.6060869778432966,0.06180436829802481,-0.0349984630537158,,False,0.15845761241568282,-0.03234392428501474,,0.29682962726431356,0.29682962726431356,0.29682962726431356,0.29682962726431356,True,0.42215280358808177,0.42215280358808177,0.42215280358808177,0.0,0.0,0.0,0.0,True,,,,-0.08893935327293388,-0.08893935327293388,-0.08893935327293388,-0.08893935327293388,True,-0.2523542658170428,-0.2523542658170428,-0.2523542658170428,-0.7827628522470281,-0.8273751123618684,-0.24997677594291776,-1.267901740576029,-0.821514755130764,-0.0681657795981819,-0.026747338060280474,-0.5777777648452956,-0.7827628522470281,-0.5777777648452956,True,-0.04105808938636087,-0.30373058024297894,0.15488784923883298,Abl1,ABL1,E1060K,E1048K,targeting guide,Missense,743,12.516823687752352,14.535666218034994,0.0,10.63257065948856,1908,47.693920335429766,50.10482180293501,0.0,4.454926624737945,13907,64.29855468469117,68.03767886675774,0.2516718199467894,6.565039188897677,10378,35.56561957988051,48.005396030063594,0.0,28.849489304297553,16840,47.66627078384798,65.49881235154395,0.0,23.36104513064133,0.3311668833116689,0.6689331066893309,0.9977187995486163,0.9654290681452578,0.33116688331166877,0.668933106689331,0.9977187995486166,0.9654290681452578,0.9654290681452578,0.9654290681452578,0.5990987386713855,0.7431559494075053,1.0,0.9999999999925769,0.42270814378540184,0.5775375406970124,1.0,0.9810333630488439,0.9999999999925769,0.9810333630488439,0.911938274249266,0.45747564787279316,0.9999999999998599,0.9999999999997355,0.7689832460137545,0.23124499565782436,1.0,0.750308825459815,0.9999999999997355,0.750308825459815,0.549781750405105,0.7569663541704315,0.9999999753247163,0.9999999622829873,0.38577238349034015,0.6145403625192676,0.9496804891254077,1.0,0.9999999622829873,0.9496804891254077
gRNA_19,Abl1,2.7737620456249843,0.14213146405148006,0.15520194900624995,-1.5481897429018505,2.480978558507791,-0.4808862650094451,0.06832847558892174,0.5130466406954474,0.14213146405148006,1.1240804985558852,True,1.4765625446791246,0.8469643462096856,2.086127645155811,412.8709308690211,0.20291374071382617,0.7309358921219631,-0.14078564893286633,0.3014274638726713,0.6685099014105947,0.3526002698372378,0.3014274638726713,0.4759467495297638,True,0.5414599547525943,0.3847103022111691,0.5329710406628886,0.2113360963427867,0.2113360963427867,0.2113360963427867,0.2113360963427867,True,0.3618356024739125,0.3618356024739125,0.3618356024739125,0.0,0.0,0.0,0.0,True,,,,0.8438039527667147,0.8438039527667147,0.8438039527667147,0.8438039527667147,True,0.9774138894063544,0.9774138894063544,0.9774138894063544,-0.2696477738895828,-1.2644859937873358,-0.41625892709389045,-0.8902602221597202,-0.0971375394817732,0.04941196568930737,0.1342111832327155,-0.39345247249861137,-0.2696477738895828,-0.5875580912824605,True,0.11476519425185852,0.09748975917481802,0.14891682286852487,Abl1,ABL1,P592L,P573L,targeting guide,Missense,785,0.0,0.0,0.0,3.0573248407643314,3098,0.1291155584247901,32.31116849580374,0.0,82.98902517753389,16863,9.1857913775722,64.86390322006761,1.055565439127083,85.58975271304038,15598,2.718297217591999,45.63405564816002,0.288498525451981,55.41736120015387,11244,0.7737459978655283,39.62113127001067,5.096051227321238,65.01245108502313,0.37096290370962887,0.629137086291371,1.0,0.9654290681452578,0.37096290370962903,0.6291370862913709,1.0,0.9654290681452578,0.9654290681452578,0.9654290681452578,0.23545020405357964,0.9363999302768202,0.9516427861586804,0.9999999999925769,0.12494045078495142,0.8752126661511956,0.5860080098383729,1.0,0.9516427861586804,0.5860080098383729,0.8110869673147243,0.6218524094921891,0.9999999999998599,0.9999999999997355,0.6115719969465228,0.38871032017435236,1.0,0.9437040006389076,0.9999999999997355,0.9437040006389076,0.02794894832910504,0.987973542313624,0.6752654822780453,0.9999999622829873,0.01389831805886577,0.9861688889844431,0.5597872065989314,1.0,0.6752654822780453,0.5597872065989314
gRNA_21,Abl1,-10.846545991142982,-0.7248322410378872,-1.6728677370618823,-0.07241600735082739,-11.15185938313798,-12.26133289322328,-8.596680783705605,-6.475219290951492,-8.596680783705605,-6.475219290951492,True,-2.8094652585025153,-4.091163474440559,-1.9023049582741642,842.4513728891264,-0.6630398330495033,-1.6527895394407657,-0.13566972978204977,-0.8057226080368471,-0.5174936287988714,-0.7549430678216075,-0.6630398330495033,-0.7549430678216075,True,-0.9172665620851184,-0.8109025513331278,-0.6787250932600605,-0.6332115146649174,-0.6332115146649174,-0.6332115146649174,-0.6332115146649174,True,-0.23400770349973563,-0.23400770349973563,-0.23400770349973563,0.0,0.0,0.0,0.0,True,,,,-0.41876215002949063,-0.41876215002949063,-0.41876215002949063,-0.41876215002949063,True,-0.687206566221213,-0.687206566221213,-0.687206566221213,-6.481650733204366,-1.5234788701309516,-0.8815548712948631,-0.390313683823087,-0.7033422636793725,-0.5994315721960778,-11.152079228584673,-3.104550174701913,-0.8815548712948631,-3.104550174701913,True,-2.177118577329471,-0.38097907494913075,-1.3877421220563166,Abl1,ABL1,A737T,A719T,targeting guide,Missense,3,33.33333333333333,100.0,0.0,33.33333333333333,619,0.0,88.20678513731825,4.68497576736672,94.0226171243942,8185,1.9547953573610264,90.40928527794746,3.3475870494807576,88.69883934025657,13008,0.0691881918819188,92.09717097170972,2.1909594095940963,93.18111931119311,23303,0.098699738231129,95.70870703342918,2.1113161395528475,87.31064669785006,0.7724227577242275,0.22767723227677233,1.0,0.7819406583931772,0.7724227577242275,0.22767723227677233,1.0,0.7819406583931772,0.7819406583931772,0.7819406583931772,0.99515171699142,0.022341680186973408,1.0,0.2895205360311915,0.9913728203745068,0.008664604820342543,1.0,0.12965962213298307,0.2895205360311915,0.12965962213298307,0.9949084445664339,0.005372867434140944,0.9999999999998599,0.13242537970029736,0.9966984912489033,0.003346081717227038,1.0,0.07788934663989606,0.13242537970029736,0.07788934663989606,0.9819199581484698,0.0038010308154005808,0.9999999753247163,0.31220083637164525,0.996448815075082,0.00359131946469312,1.0,0.13259059817584648,0.31220083637164525,0.13259059817584648
gRNA_289,Apc,-10.922045995941085,-7.593785031348669,-0.030327240358948317,-2.6119209522289637,-2.2377283613196273,-10.014904803134021,-3.8429110900176635,-5.321946210621283,-3.8429110900176635,-5.321946210621283,True,-2.102142363909794,-1.4049034070739133,-1.2970186711614797,887.713058434296,0.07214499598741818,0.30821432589784,-0.9410137568570944,0.5923361098101827,-0.8860214386354522,-0.17086795275942118,0.07214499598741818,,False,-0.14799114938005706,0.10047768326101449,,-0.8921965981199406,-0.8921965981199406,-0.8921965981199406,-0.8921965981199406,True,-0.41672626940696245,-0.41672626940696245,-0.41672626940696245,0.0,0.0,0.0,0.0,True,,,,-0.2062993526979455,-0.2062993526979455,-0.2062993526979455,-0.2062993526979455,True,-0.40708664401304406,-0.40708664401304406,-0.40708664401304406,0.5466664026631118,-0.40687275286400154,0.10377142549460187,0.09844660830892109,-1.2625511089801502,-1.2138031689335465,-3.4061241142803182,-0.791495244084483,-0.40687275286400154,,False,-0.22172867974298707,-0.009810639825272008,,Apc,APC,R403*,R405delins*,targeting guide,Nonsense,1249,0.0,0.2401921537229783,0.0,61.088871096877504,5537,13.454939497923062,16.452952862560956,14.863644572873396,37.22232255734152,16605,4.962360734718458,42.62571514604035,3.4929238181270703,78.07286961758506,43379,1.233315659650983,24.68475529634155,0.0,98.04513704788032,14377,3.5751547610767194,34.909925575572096,0.0,87.54955832232038,0.8326167383261673,0.16748325167483252,1.0,0.7669191164715865,0.8326167383261673,0.16748325167483252,1.0,0.7669191164715863,0.7669191164715865,0.7669191164715863,0.6776064039032905,0.28091662188779604,1.0,0.7974429607593898,0.7120725492374294,0.28825214750498235,1.0,0.719497048619962,0.7974429607593898,0.719497048619962,0.8150752362957583,0.24633509454449293,0.9999999999998599,0.9069674798488324,0.7956008283143796,0.2047414669192018,1.0,0.714888955326213,0.9069674798488324,0.714888955326213,0.9911956677894301,0.028509324726181763,0.9999999753247163,0.5513264797047766,0.989310021236952,0.010730401271385763,1.0,0.26976228796263807,0.5513264797047766,0.26976228796263807
gRNA_295,Apc,-8.930458235757285,-9.357084773328339,-10.156057906185152,-2.210446341010783,-0.987844114308697,-9.345245137837583,-9.487947950377512,-7.2107263512579065,-9.345245137837583,-7.2107263512579065,True,-3.2605648217909935,-4.514162202172117,-2.288330042246961,111.61304535869805,-1.0539331267115521,-1.5760981350575836,1.732049344006347,-5.537304895540757,0.4301642055876955,-1.20102452154317,-1.0539331267115521,,False,-1.5047928674562907,-1.2954778684621266,,-8.596707008892004,-8.596707008892004,-8.596707008892004,-8.596707008892004,True,-5.8523948974731415,-5.8523948974731415,-5.8523948974731415,0.0,0.0,0.0,0.0,True,,,,-0.8340628187802224,-0.8340628187802224,-0.8340628187802224,-0.8340628187802224,True,-1.2347565019491045,-1.2347565019491045,-1.2347565019491045,-3.605826848032396,-9.900862763583389,-2.3088265913280392,-1.6171838822794333,-1.1816425950250926,-9.954806844714755,0.007182510273974318,-4.080281002098447,-2.3088265913280392,-4.761524920827184,True,-3.001973265127825,-1.497006391445597,-2.39934842861602,Apc,APC,S2355L,S2355L,targeting guide,Missense,34,0.0,2.941176470588235,0.0,52.94117647058824,8,0.0,0.0,0.0,50.0,1444,13.71191135734072,31.371191135734072,14.40443213296399,38.365650969529085,553,0.0,100.0,0.0,100.0,12,0.0,83.33333333333334,0.0,100.0,1.0,9.99900009999001e-05,1.0,0.005985115774136877,1.0,9.999000099989996e-05,1.0,0.005985115774136869,0.005985115774136877,0.005985115774136869,0.30162159541073746,0.0004259223958301461,1.0,0.02059170967532668,1.0,0.028367223843401502,1.0,0.22010864426639312,0.02059170967532668,0.22010864426639312,0.9993518497313978,0.00044241457503610285,0.9999999999998599,0.019176383476564873,0.9998569113548671,0.00014523829928838713,1.0,0.007937588791543592,0.019176383476564873,0.007937588791543592,0.9991719420561685,0.010549375866138876,0.9999999753247163,0.39267724974450474,0.997782059839972,0.002228229475723998,1.0,0.11939453984087187,0.39267724974450474,0.11939453984087187
gRNA_303,Apc,0.36249108509872036,-4.070245045991821,-1.8065890095182962,-3.079155887220834,-3.922459689054574,-0.903899809852846,-0.5533389140012945,-1.9961710386487062,-1.8065890095182962,-2.3892813926066108,True,-0.06238529203684304,-0.25421857343428444,0.24216734585180472,926.3233851717528,-0.09375543025180251,0.5519733021420128,-0.23814113215627508,0.9327854915858367,0.05499811910078782,0.2415720700841119,0.05499811910078782,,False,0.3952265988290293,0.07922136231657176,,-0.1734773781162601,-0.1734773781162601,-0.1734773781162601,-0.1734773781162601,True,0.09034287688168671,0.09034287688168671,0.09034287688168671,0.0,0.0,0.0,0.0,True,,,,-0.06588654599797646,-0.06588654599797646,-0.06588654599797646,-0.06588654599797646,True,-0.22196047141329084,-0.22196047141329084,-0.22196047141329084,1.6752885595767881,0.3197768848121959,0.5945738645761705,0.6486637187466278,-0.8301138533736164,-0.2638242592026878,-0.8477174768200461,0.185235348330776,0.3197768848121959,,False,0.6039711805550334,0.5583788883397265,,Apc,APC,P2448S,P2448S,targeting guide,Missense,159,0.0,2.515723270440252,0.0,20.754716981132077,1042,0.0,100.0,0.0959692898272552,99.90403071017276,7512,0.0,89.74973375931843,2.6624068157614484,90.36208732694357,12622,0.0,99.99207732530502,0.0,99.99207732530502,19807,0.0050487201494421,99.48503054475692,1.3682031604988134,97.3140808804968,0.5775422457754223,0.42255774422557757,1.0,0.8932785292899283,0.5775422457754225,0.42255774422557746,1.0,0.8932785292899281,0.8932785292899283,0.8932785292899281,0.2967864786406596,0.8472652698826488,1.0,0.9999999999925769,0.21098670927572777,0.7892478656369544,0.762098544711465,1.0,0.9999999999925769,0.762098544711465,0.1967135120517438,0.8990334567110567,0.8269862362844214,0.9999999999997355,0.13030502008709333,0.8699329839452022,0.6021816553289571,1.0,0.8269862362844214,0.6021816553289571,0.8753388196793218,0.3630115097985886,0.9999999753247163,0.9999999622829873,0.7861055277064473,0.2141422452771239,1.0,0.8550229633166587,0.9999999622829873,0.8550229633166587
gRNA_304,Apc,-9.796515113857225,1.4455956292247456,0.21947120228466493,-3.313763569940157,-4.585252980111318,-1.8670061080217077,-0.25992714280554896,-2.5939140118895065,-1.8670061080217077,-3.964492982947191,True,-0.42899169017984423,-0.2883590660440481,-0.5845700428862729,610.3027276735786,-0.2510428340739381,0.18522753646477622,-0.5527697460905057,-0.5764394827355946,-0.38108511416359364,-0.3152219281197711,-0.38108511416359364,-0.44033429426590803,True,-0.3381173182703824,-0.46137417738696107,-0.36902212127840117,-0.05833188786836868,-0.05833188786836868,-0.05833188786836868,-0.05833188786836868,True,0.17158006076927954,0.17158006076927954,0.17158006076927954,0.0,0.0,0.0,0.0,True,,,,-0.18262296873206282,-0.18262296873206282,-0.18262296873206282,-0.18262296873206282,True,-0.3758706997724893,-0.3758706997724893,-0.3758706997724893,-1.1576888408992987,-2.2979562608733817,-0.10387114895823543,-0.6294396919464231,-2.846987632396692,-2.107763655816836,1.7530796729304148,-1.055803936851493,-1.1576888408992987,-1.5239512051484778,True,-0.4451676222599914,-0.596896653056817,-0.4227642975716334,Apc,APC,T487I,T489I,targeting guide,Missense,761,0.2628120893561104,0.3942181340341655,0.0,18.396846254927727,1099,74.24931756141947,78.6169244767971,0.0,7.552320291173794,11728,52.16575716234652,69.90109140518418,3.4703274215552526,16.012960436562075,5806,76.02480192903892,93.69617636927316,0.0,18.722011712022045,5112,50.03912363067292,76.29107981220658,0.0,31.553208137715178,0.5186481351864811,0.48145185481451847,1.0,0.9243934580900884,0.5186481351864813,0.4814518548145185,1.0,0.9243934580900884,0.9243934580900884,0.9243934580900884,0.9412419557767566,0.25314812273072423,1.0,0.7469652353815033,0.872354421283259,0.12779338506714505,1.0,0.47107414964633815,0.7469652353815033,0.47107414964633815,0.7449714560068976,0.07054440194149186,0.9999999999998599,0.5625650094152301,0.9138353094735596,0.08643266449359394,1.0,0.4644491502309057,0.5625650094152301,0.4644491502309057,0.6348610406891845,0.3116174570325327,0.9999999753247163,0.9999999622829873,0.6873785447125963,0.3130286532272216,1.0,0.9387376520708,0.9999999622829873,0.9387376520708
gRNA_311,Apc,1.4865897735621763,0.5987092359686647,2.1574762648923644,1.7507479446707679,-10.733762673951436,-4.292489398653493,-1.006513801245192,-1.434177522108021,0.5987092359686647,,False,0.28229532840049754,1.1049673028899174,,420.333430994748,-1.2045942049052545,0.39660964982983493,0.4774515494079103,0.06675694680994398,0.49695777817206876,0.0466363438629007,0.39660964982983493,0.35944398105493947,True,0.13848006508256588,0.5027039815427465,0.4182849394682049,0.2173340036537059,0.2173340036537059,0.2173340036537059,0.2173340036537059,True,0.3660672323719562,0.3660672323719562,0.3660672323719562,0.0,0.0,0.0,0.0,True,,,,0.429147411116296,0.429147411116296,0.429147411116296,0.429147411116296,True,0.43071319804264363,0.43071319804264363,0.43071319804264363,2.5962128016734933,1.8027723944000729,0.2173609006098606,-0.8480060649933487,0.8215616388012429,0.5639233589734048,-0.09428005170666774,0.7227921396797224,0.5639233589734048,1.2003662188916149,True,1.0584061813278656,0.7492844675407733,1.2404696736605925,Apc,APC,Q997*,Q999delins*,targeting guide,Nonsense,499,0.2004008016032064,0.2004008016032064,0.0,7.8156312625250495,887,0.7891770011273956,0.9019165727170236,0.0,3.8331454340473505,3648,0.6030701754385964,0.712719298245614,1.0142543859649122,16.529605263157894,5021,0.7767377016530572,1.0555666201951803,0.0,11.17307309300936,11273,0.576598953251131,7.637718442295751,0.0,16.632662113013392,0.37096290370962887,0.629137086291371,1.0,0.9654290681452578,0.37096290370962903,0.6291370862913709,1.0,0.9654290681452578,0.9654290681452578,0.9654290681452578,0.428323927032797,0.5222361188190335,1.0,0.9999999999925769,0.4130229436431015,0.5873707212793454,1.0,0.9897307790164057,0.9999999999925769,0.9897307790164057,0.014673191818151066,0.98250568214594,0.2642612137164449,0.9999999999997355,0.009867820934394228,0.990201659847125,0.1851321032019932,1.0,0.2642612137164449,0.1851321032019932,0.07464465565799515,0.5982051569191075,0.8203080153695402,0.9999999622829873,0.13918264147433468,0.8612149394206805,0.8292000625782995,1.0,0.8203080153695402,0.8292000625782995
gRNA_319,Apc,-0.5627415730198132,-0.9821869357792903,-4.330743281940792,1.4019007407367068,3.684551502684572,-6.245755550154229,4.611947988307268,-0.34614672988079676,-0.5627415730198132,,False,0.9496039671695737,0.448654706901282,,338.5703861389576,1.4420399133301165,1.2662572526285718,1.1254223521906535,-0.023594043418372953,0.9704033698797149,0.9561057689221368,1.1254223521906535,1.2010307220072642,True,1.3363267962013692,1.4061849368324753,1.246748532226685,0.3929299105652934,0.3929299105652934,0.3929299105652934,0.3929299105652934,True,0.4899532564704684,0.4899532564704684,0.4899532564704684,0.0,0.0,0.0,0.0,True,,,,1.9113841412433026,1.9113841412433026,1.9113841412433026,1.9113841412433026,True,2.3849566832648965,2.3849566832648965,2.3849566832648965,1.9906715585211185,1.1532705511568528,-0.9853277547929534,-1.6072347228323878,1.0752728401898752,-1.5599898242946908,4.008077926533079,0.5821057963544133,1.0752728401898752,,False,0.9394740060365244,1.1491242326701578,,Apc,APC,H1843Y,H1845Y,targeting guide,Missense,693,0.2886002886002886,0.5772005772005772,2.5974025974025974,5.772005772005772,155,94.19354838709675,100.0,0.0,5.806451612903226,14045,78.68992524029905,92.55962976148096,4.6351014595941615,10.067639729441082,38378,90.37990515399449,97.61061024545312,0.0,7.415706915420293,14371,78.64449238048849,91.89339642335258,0.0,13.85428988936052,0.29007099290070987,0.71002899710029,0.9977187995486163,0.9654290681452578,0.2900709929007099,0.71002899710029,0.9977187995486166,0.9654290681452578,0.9654290681452578,0.9654290681452578,0.002075039161823636,0.9976896743094766,0.05928009605482524,0.9999999999925769,0.0008091110524341213,0.9991977951820421,0.02453952900675936,1.0,0.05928009605482524,0.02453952900675936,0.006721173006390085,0.6884932587652401,0.17524523573191622,0.9999999999997355,0.03810549606195438,0.9624148048049994,0.33731414471744126,1.0,0.17524523573191622,0.33731414471744126,0.009782555881251832,0.7237598711333711,0.6148336371366776,0.9999999622829873,0.0461740705915463,0.9543731930611221,0.6734536486066689,1.0,0.6148336371366776,0.6734536486066689
gRNA_324,Apc,1.8153655169919658,-0.5027377910494174,-0.6317518122199013,1.1944181455342977,-0.4312879219873397,2.2188881585705604,-1.112883055047925,0.3642873201131772,-0.4312879219873397,,False,1.385325807234624,0.5229365329533424,,1107.3701273524314,-0.5242948923636984,-0.033900303334507255,-0.5667124951937466,-0.43697707325826424,-0.19201674164302956,-0.3507803011586492,-0.43697707325826424,-0.3507803011586492,True,-0.38495064739054374,-0.5306612801395519,-0.28086457403430704,-1.3036406083025793,-1.3036406083025793,-1.3036406083025793,-1.3036406083025793,True,-0.7070073098775659,-0.7070073098775659,-0.7070073098775659,0.0,0.0,0.0,0.0,True,,,,-0.267459737317319,-0.267459737317319,-0.267459737317319,-0.267459737317319,True,-0.4877230772944245,-0.4877230772944245,-0.4877230772944245,2.395768383030114,-0.28253426858252045,-3.6317068073606746,-0.08558593241106568,-1.4611578390159945,0.005804402028250607,0.7435826559685308,-0.33083277233476566,-0.08558593241106568,,False,0.1677020819450504,0.24141333037112292,,Apc,APC,S2025F,S2026F,targeting guide,Missense,1803,1.552967276760954,5.990016638935108,0.0,41.098169717138106,4437,5.927428442641424,99.43655623168809,0.5409060175794456,93.53166553977913,16934,9.826384788000473,75.78835478918154,0.0295263965985591,87.32136530057872,103367,0.0087068406744899,82.51085936517457,0.0,99.78426383662097,19377,12.318728389327552,63.22444134798989,0.0,87.18583888114775,0.8911108889111089,0.10898910108989102,1.0,0.7669191164715865,0.891110888911109,0.10898910108989102,1.0,0.7669191164715863,0.7669191164715865,0.7669191164715863,0.9611469822632337,0.23284746195456546,1.0,0.7226895300663921,0.8946245123942809,0.10550314941838806,1.0,0.42440700180884805,0.7226895300663921,0.42440700180884805,0.21823485544743437,0.3982967730335663,0.8608675485949266,0.9999999999997355,0.38970774910632067,0.6112203984540983,0.9404553628014654,1.0,0.8608675485949266,0.9404553628014654,0.056079997359042975,0.9844463202280184,0.7420269124243897,0.9999999622829873,0.025016048151979373,0.9750635847854607,0.6734536486066689,1.0,0.7420269124243897,0.6734536486066689
