gRNA_id,Gene,bm1,bm2,bm3,bm4,bm5,LFC_avg_bm,LFC_median_bm,Input_median,d15-rep1,d15-rep2,d15-rep3,d15-rep4,d15-rep5,LFC_avg_d15,LFC_median_d15,d5,LFC_avg_d5,LFC_median_d5,input,LFC_avg_input,LFC_median_input,lib,LFC_avg_lib,LFC_median_lib,spleen1,spleen2,spleen3,spleen4,spleen5,LFC_avg_spleen,LFC_median_spleen,sensor_reads,corr_perc,target_base_edit_perc,byproduct_INDEL_perc,byproduct_sub_perc,gene_name_m_corrected,gene_name_h,HGVSp_m,HGVSp_h,classification,classification_m,p_high_unadjusted_d5_fishers,p_low_unadjusted_d5_fishers,FDR_high_d5_fishers,FDR_low_d5_fishers,p_high_unadjusted_d5_stouffers,p_low_unadjusted_d5_stouffers,FDR_high_d5_stouffers,FDR_low_d5_stouffers,FDR_d5_fishers,FDR_d5_stouffers,p_high_unadjusted_d15_fishers,p_low_unadjusted_d15_fishers,FDR_high_d15_fishers,FDR_low_d15_fishers,p_high_unadjusted_d15_stouffers,p_low_unadjusted_d15_stouffers,FDR_high_d15_stouffers,FDR_low_d15_stouffers,FDR_d15_fishers,FDR_d15_stouffers,p_high_unadjusted_spleen_fishers,p_low_unadjusted_spleen_fishers,FDR_high_spleen_fishers,FDR_low_spleen_fishers,p_high_unadjusted_spleen_stouffers,p_low_unadjusted_spleen_stouffers,FDR_high_spleen_stouffers,FDR_low_spleen_stouffers,FDR_spleen_fishers,FDR_spleen_stouffers,p_high_unadjusted_bm_fishers,p_low_unadjusted_bm_fishers,FDR_high_bm_fishers,FDR_low_bm_fishers,p_high_unadjusted_bm_stouffers,p_low_unadjusted_bm_stouffers,FDR_high_bm_stouffers,FDR_low_bm_stouffers,FDR_bm_fishers,FDR_bm_stouffers
gRNA_2,Abl1,-0.5302048563429328,-3.724955905844837,1.6494422041231402,0.45599572562317114,1.2842938657433793,-0.17308579333961585,0.45599572562317114,914.7160716975449,-3.8748997758468993,-3.8958918401078653,-1.7139500962562002,-3.2867860018953166,-1.8762717798218054,-2.9295598987856173,-3.2867860018953166,0.10407661737575083,0.10407661737575083,0.10407661737575083,0.0,0.0,0.0,-1.3174814735455687,-1.3174814735455687,-1.3174814735455687,-1.38737374128547,-0.07964103399569795,0.29794863618790085,0.04626211939863965,0.8175957084902861,-0.061041662240868266,0.04626211939863965,5517,0.0,0.0,0.0,2.990755845568244,Abl1,ABL1,Non-coding,,targeting guide,Intron,0.28337166283371656,0.7167283271672833,0.8877563856517573,0.990842851198751,0.2833716628337166,0.7167283271672833,0.8877563856517575,0.990842851198751,0.8877563856517573,0.8877563856517575,0.9999996766667794,2.901673818522479e-05,0.9999999930886931,0.002182058711528904,0.9999969060148515,3.1727228603284388e-06,1.0,0.00029823594887087325,0.002182058711528904,0.00029823594887087325,0.14879058849969684,0.7150144213305699,0.37547155218715444,0.9999999999992459,0.16848198769026068,0.8318387863616417,0.403498263512981,1.0,0.37547155218715444,0.403498263512981,0.08740906871607296,0.6741498557780563,0.7788968766315769,0.9773139069839524,0.1318739268222961,0.8684427253525822,0.8103227152144246,1.0,0.7788968766315769,0.8103227152144246
gRNA_85,Akt1,-2.0429678593646265,-0.4974805980474474,2.2915196758967395,0.5049144295477763,0.13175518739476463,0.0775481670854413,0.13175518739476463,1443.590902244314,-0.8159824047275835,0.02722205192288276,1.045126786900089,0.8097759451513844,1.0277045929034232,0.4187693944300392,0.8097759451513844,-0.19521126521249496,-0.19521126521249496,-0.19521126521249496,0.0,0.0,0.0,0.4173129215650172,0.4173129215650172,0.4173129215650172,-0.1620379630436478,-0.5747565870728677,0.3693949351044025,0.9516335236983734,-0.4454048926539389,0.027765803206464313,-0.1620379630436478,1427,8.61948142957253,10.721793973370708,0.0,7.00770847932726,Akt1,AKT1,D323G,D323G,targeting guide,Missense,0.8741125887411259,0.12598740125987398,0.9987424218303245,0.8791736210994285,0.8741125887411259,0.125987401259874,0.9987424218303245,0.8791736210994286,0.8791736210994285,0.8791736210994286,0.018191469124263705,0.9113648401008219,0.2072724966885804,0.9999993382361851,0.020606379381967747,0.9794863945995907,0.1760908783549971,1.0,0.2072724966885804,0.1760908783549971,0.13586104964880327,0.8410507381168428,0.3670719327227536,0.9999999999992459,0.1350545714738723,0.8652571107540352,0.3627179919583999,1.0,0.3670719327227536,0.3627179919583999,0.10467394632360827,0.7836743575053704,0.7788968766315769,0.9773139069839524,0.13404779948382384,0.8663753481783624,0.8103227152144246,1.0,0.7788968766315769,0.8103227152144246
gRNA_871,Arid2,0.2616810506238489,-3.7265398978467026,0.5536019298678921,-0.5710856477913212,-1.1982120471105475,-0.936110922451366,-0.5710856477913212,2999.728874830547,0.18910093028091404,-0.17261650438315365,-0.23007653529930983,-0.20201924542571598,1.157366061406187,0.1483509413157843,-0.17261650438315365,-0.1524479623779701,-0.1524479623779701,-0.1524479623779701,0.0,0.0,0.0,0.5850901648699693,0.5850901648699693,0.5850901648699693,0.2649078937403076,-0.20642019238796627,-0.3771141160214334,-0.03128608241800286,0.5985210282658826,0.049721706235757536,-0.03128608241800286,13669,0.0,0.0292632965103518,0.0804740654034677,9.20330675250567,Arid2,ARID2,N1540S,N1546S,targeting guide,Missense,0.814018598140186,0.186081391860814,0.9987424218303245,0.8791736210994285,0.814018598140186,0.18608139186081385,0.9987424218303245,0.8791736210994286,0.8791736210994285,0.8791736210994286,0.17954819685312615,0.8606814552957802,0.7338056740953851,0.9999993382361851,0.15654793705936682,0.8437803064168334,0.5714759644108924,1.0,0.7338056740953851,0.5714759644108924,0.21065162467719084,0.9255513610963033,0.4659118286977868,0.9999999999992459,0.1237797437091116,0.8763908055779962,0.3422145855487203,1.0,0.4659118286977868,0.3422145855487203,0.6609421349752221,0.37447592220223574,0.9999999998916369,0.9773139069839524,0.6504645158834177,0.34985825285123984,0.9591163057731963,1.0,0.9773139069839524,0.9591163057731963
gRNA_895,Arid5b,-2.409700176151651,-1.7283592971133561,-4.61494463721151,-3.8712570287863173,-1.0526056775883017,-2.7353733633702273,-2.409700176151651,777.5869859918662,-0.36368054400746974,0.18182575791135727,0.4007335219468811,-0.4082243620878522,-1.2269143545068744,-0.2832519961487916,-0.36368054400746974,0.11125694644935231,0.11125694644935231,0.11125694644935231,0.0,0.0,0.0,-0.7029577936091579,-0.7029577936091579,-0.7029577936091579,-1.2158374755985835,-0.6488660937161316,-0.4079086234521347,0.7462175429590979,2.081199688890383,0.11096100781652626,-0.4079086234521347,189,0.0,9.523809523809524,22.22222222222222,11.11111111111111,Arid5b,ARID5B,K1026E,K1026E,targeting guide,Missense,0.2751724827517248,0.7249275072492751,0.8877563856517573,0.990842851198751,0.2751724827517248,0.7249275072492751,0.8877563856517575,0.990842851198751,0.8877563856517573,0.8877563856517575,0.6675148972716958,0.42326180677592207,0.9999999930886931,0.9999993382361851,0.628971395695318,0.3713354940804746,0.9978617923267492,0.985000306407196,0.9999993382361851,0.985000306407196,0.003069233161402349,0.5447260819944538,0.038169780659446484,0.9999999999992459,0.06600568211075426,1.0,0.23358101905177825,1.0,0.038169780659446484,0.23358101905177825,0.9985813603531546,0.012460212842175987,0.9999999998916369,0.5205600031842412,0.996255465065935,0.0037628086379623772,1.0,0.20211657826769341,0.5205600031842412,0.20211657826769341
gRNA_896,Arid5b,-1.1741454409340273,0.6594613917403188,1.1512657754096591,1.3066378840777004,-0.74605668259958,0.23943258553881425,0.6594613917403188,1572.043982527489,0.29851520741902166,-0.9283057414521063,0.9754683039568022,-0.8984637360003037,-0.2594863828516483,-0.16245446978564693,-0.2594863828516483,-0.044093656480858646,-0.044093656480858646,-0.044093656480858646,0.0,0.0,0.0,0.00993069766244699,0.00993069766244699,0.00993069766244699,-0.3582650492142173,0.11496273029434109,0.5460385165904359,0.3934617924438781,-0.27370448571083245,0.08449870088072106,0.11496273029434109,4027,0.0,0.0248323814253786,0.0,4.271169605165135,Arid5b,ARID5B,K1026E,K1026E,targeting guide,Missense,0.5746425357464253,0.4254574542545746,0.9866008832906662,0.990842851198751,0.5746425357464253,0.42545745425457454,0.9866008832906662,0.990842851198751,0.9866008832906662,0.9866008832906662,0.33880856873690224,0.46399191391858985,0.9804725963952906,0.9999993382361851,0.44821761261170584,0.5522513333656675,0.8964352252234117,1.0,0.9804725963952906,0.8964352252234117,0.16938875422201183,0.9400859475355623,0.4118022510046806,0.9999999999992459,0.09586114339142965,0.9042846639408806,0.2978825612824591,1.0,0.4118022510046806,0.2978825612824591,0.10121848132514401,0.8623252003466189,0.7788968766315769,0.9773139069839524,0.0921279383083764,0.9080588673938568,0.8103227152144246,1.0,0.7788968766315769,0.8103227152144246
gRNA_1000,Atm,-1.0226592037616573,0.24443080101478645,0.8835986906370158,0.6023378898159298,0.9687368472109945,0.33528900498341385,0.6023378898159298,2349.2694682934175,-0.05184763980024117,-0.464925070520663,-0.5219065840690095,-0.9543481981837498,-0.47332242585492074,-0.4932699836857169,-0.47332242585492074,0.204427764617306,0.204427764617306,0.204427764617306,0.0,0.0,0.0,0.4212845888667368,0.4212845888667368,0.4212845888667368,-0.02418972045044507,1.1220777439933989,-0.37279322002176063,1.2567747373466476,1.0466640504647993,0.605706718266528,1.0466640504647993,14798,0.0,1.4934450601432625,2.0273009866198137,23.158534937153668,Atm,ATM,K2450E,K2440E,targeting guide,Missense,0.12178782121787818,0.8783121687831217,0.7385842060955193,0.990842851198751,0.12178782121787818,0.8783121687831217,0.7385842060955193,0.990842851198751,0.7385842060955193,0.7385842060955193,0.947425293918499,0.2587379682649319,0.9999999930886931,0.9537791771334745,0.8739501920055557,0.12619444994254558,1.0,0.5102055180472811,0.9537791771334745,0.5102055180472811,0.001095863088202616,0.9891755147238269,0.021651176913170263,0.9999999999992459,0.0010070477490586836,0.9990075623622756,0.015145998145842603,1.0,0.021651176913170263,0.015145998145842603,0.10931829142080261,0.9483040588666629,0.7788968766315769,0.9997489077454798,0.06145707360719042,0.9386552481540884,0.8053393290168859,1.0,0.7788968766315769,0.8053393290168859
gRNA_1036,Atm,-3.6810309920349154,-2.113099440173286,-3.3768856907661586,-3.2677812936935724,-3.1830889945940966,-3.124377282252406,-3.2677812936935724,790.1189938243712,0.42495559639810115,0.722326415291573,1.6034938373735843,0.4925976879840343,2.118526237621006,1.0723799549336597,0.722326415291573,0.11379307818325685,0.11379307818325685,0.11379307818325685,0.0,0.0,0.0,0.08991510528933061,0.08991510528933061,0.08991510528933061,-0.9663313521255614,-0.08327497881704451,-0.6043742593688444,-0.36497459436787205,0.3871915192469457,-0.3263527330864754,-0.36497459436787205,504,0.3968253968253968,0.5952380952380952,0.0,16.26984126984127,Atm,ATM,D2730G,D2720G,targeting guide,Missense,0.2751724827517248,0.7249275072492751,0.8877563856517573,0.990842851198751,0.2751724827517248,0.7249275072492751,0.8877563856517575,0.990842851198751,0.8877563856517573,0.8877563856517575,0.00013861419845466293,0.9998952131935628,0.013029734654738315,0.9999993382361851,4.81198740279861e-05,0.9999537213683216,0.003882288275025058,1.0,0.013029734654738315,0.003882288275025058,0.6159873172240181,0.5581952408368516,0.8610082947071777,0.9999999999992459,0.5361316552948968,0.46415880230660655,0.7903189061453497,1.0,0.8610082947071777,0.7903189061453497,0.9996725720312977,0.012448168751620598,0.9999999998916369,0.5205600031842412,0.9974140375663301,0.0025960532274341744,1.0,0.1952232027030499,0.5205600031842412,0.1952232027030499
gRNA_1149,Atrx,0.2965447169384207,0.7564182314204053,-5.742338113526424,-0.45988951421932134,-1.95152197010579,-1.4201573298985417,-0.45988951421932134,1051.6041572525983,-0.8366063244452369,-0.6458765739166945,-1.8686502347593867,-0.40657996325206663,-1.1078412745064827,-0.9731108741759735,-0.8366063244452369,-0.024904422076560916,-0.024904422076560916,-0.024904422076560916,0.0,0.0,0.0,0.18320852481889993,0.18320852481889993,0.18320852481889993,0.12536280855913493,-0.988154617221961,-1.5690440863093815,0.13538682329613622,-0.19747298207120065,-0.4987844107494544,-0.19747298207120065,1672,0.0,0.0,0.0,15.19138755980861,Atrx,ATRX,N246S,N247S,targeting guide,Missense,0.5412458754124587,0.4588541145885413,0.9866008832906662,0.990842851198751,0.5412458754124587,0.45885411458854114,0.9866008832906662,0.990842851198751,0.9866008832906662,0.9866008832906662,0.9955994350702382,0.037957369766350425,0.9999999930886931,0.47573236773825867,0.9871866611172948,0.012852190615823475,1.0,0.18586244890575487,0.47573236773825867,0.18586244890575487,0.6979265583390644,0.3079212631433091,0.907934526095041,0.9999999999992459,0.702547055522769,0.29777602644329226,0.9015951787601619,1.0,0.907934526095041,0.9015951787601619,0.6022905597231648,0.14193468254523395,0.9747221474624128,0.9773139069839524,0.7566728741904316,0.2439728213372377,0.9692074049684818,1.0,0.9747221474624128,0.9692074049684818
gRNA_1322,Bap1,0.26108000646431145,2.0567430155297557,1.468923804330815,0.38033603292309576,0.4358075122873971,0.9205780743070751,0.4358075122873971,1908.2391926494954,-0.4076366845153509,-1.2497075683332253,0.05464414532164459,-0.1755666188168326,-0.06264877775545698,-0.36818310081984423,-0.1755666188168326,-0.14508370995114317,-0.14508370995114317,-0.14508370995114317,0.0,0.0,0.0,0.28630042401796274,0.28630042401796274,0.28630042401796274,-1.07577347766772,0.17468536993186495,0.5451900314292206,1.1240662996579758,0.4671012861042088,0.24705390189111004,0.4671012861042088,8415,0.0,0.071301247771836,0.011883541295306,2.5906120023767083,Bap1,BAP1,H141R,H141R,targeting guide,Missense,0.7931206879312069,0.206979302069793,0.9987424218303245,0.8791736210994285,0.7931206879312068,0.20697930206979298,0.9987424218303245,0.8791736210994286,0.8791736210994285,0.8791736210994286,0.8302581088200425,0.3749514548730704,0.9999999930886931,0.9999993382361851,0.7393121932148292,0.2609337255303151,1.0,0.8312853728297293,0.9999993382361851,0.8312853728297293,0.02006104129810426,0.8975711461281095,0.12166050851753553,0.9999999999992459,0.02336968489016256,0.9767504421236396,0.1283678894889975,1.0,0.12166050851753553,0.1283678894889975,0.013027066696520824,0.9973602186860421,0.5442418975435367,0.9997489077454798,0.004787574843260265,0.9952385622176313,0.22501601763323245,1.0,0.5442418975435367,0.22501601763323245
gRNA_1337,Bap1,0.5418861591973979,-3.5852888969450247,-0.5681411723653021,0.048801156510760536,-0.09166391924202484,-0.7308813345688387,-0.09166391924202484,2560.747100466938,-0.37587074572872237,-0.329916525212654,-1.2829063887540806,0.02953565726175054,-0.1294195318410038,-0.417715506854942,-0.329916525212654,0.006357694921284573,0.006357694921284573,0.006357694921284573,0.0,0.0,0.0,-0.12251642317327982,-0.12251642317327982,-0.12251642317327982,-0.1380581966918814,-0.1947354093055876,0.13300940516828855,0.7362555501784767,0.41566803686351844,0.19042787724256294,0.13300940516828855,18558,0.9052699644358227,1.169307037396271,0.0,8.551568056902683,Bap1,BAP1,Y173C,Y173C,targeting guide,Missense,0.4776522347765224,0.5224477552244776,0.9848580359355373,0.990842851198751,0.47765223477652236,0.5224477552244775,0.9848580359355369,0.990842851198751,0.9848580359355373,0.9848580359355369,0.8743347626685433,0.3206237388442784,0.9999999930886931,0.9999993382361851,0.7931432527002638,0.20707706921638286,1.0,0.7212949085425694,0.9999993382361851,0.7212949085425694,0.09633863885172192,0.971756017047939,0.301861068402062,0.9999999999992459,0.048610567198681155,0.9514933875069154,0.1986692746380882,1.0,0.301861068402062,0.1986692746380882,0.5747761866225999,0.537004792647533,0.9747221474624128,0.9773139069839524,0.5068768042786788,0.493444365953623,0.9342435216116826,1.0,0.9747221474624128,0.9342435216116826
